ts,model,study_condition,trial,input,output,id
2026-02-24T15:02:15.190839+00:00Z,openai/gpt-5.2,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",I can’t provide a guilt/innocence rating or act as a juror decision-maker based on this scenario.,gen-1771945331-U7eyGbk1ZhDuXHWwvK51
2026-02-24T15:02:40.900386+00:00Z,deepseek/deepseek-v3.2,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771945359-94tS1ql6wNMhOsZYtKy2
2026-02-24T15:03:01.284828+00:00Z,anthropic/claude-opus-4.5,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771945380-37LKjlzYjSgBWbyGPN64
2026-02-24T15:03:20.399557+00:00Z,meta-llama/llama-4-scout,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771945400-B1g2pErGf4AJT5kXtP3Q
2026-02-24T15:10:37.621926+00:00Z,x-ai/grok-4,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771945817-V62JQ2HMDJLeuks9uoW2
2026-02-24T15:12:26.036782+00:00Z,meta-llama/llama-4-scout,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771945945-U9m4bD1eTfyCh4yGfsQB
2026-02-24T15:17:37.478688+00:00Z,x-ai/grok-4,Q1_BM_Nonviolent,40,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1771946235-p9Hz1so85Dyg1WzDrFqG
2026-03-03T07:00:05.860526+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,1,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521202-vw091q14nbklqzkKnyLK,363,123,4.008
2026-03-03T07:00:10.273066+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,2,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521206-YMNc1qlvxu5CLWj0qWkj,363,130,4.304
2026-03-03T07:00:14.296825+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,3,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521210-WGds3avdzWKOVKRvAKyI,365,119,3.919
2026-03-03T07:00:18.863585+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,4,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521214-OKQNJv4hBlw5C8cmExZM,363,126,4.461
2026-03-03T07:00:22.286907+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,5,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521219-4aCyqVkynBJ4ijqndXQE,365,118,3.317
2026-03-03T07:00:26.502612+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,6,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521222-2DTbi3hlkQWxLf56v3S5,363,130,4.114
2026-03-03T07:00:30.420594+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,7,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521226-QWDdIGaARZ0RQk2wnXnB,365,118,3.811
2026-03-03T07:00:35.294131+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,8,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521230-eaQf8NVUpcDEo4kpfWbb,365,118,4.767
2026-03-03T07:00:39.541108+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,9,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521235-uHDQgsCcbc4Jdxpdrjhg,363,128,4.143
2026-03-03T07:00:43.637003+00:00Z,google/gemini-3-pro-preview,Q1_BM_Nonviolent,10,"DeShawn Washington, an African-American, is on trial. You are one of the jurors in his case.     Prosecutors allege that DeShawn was involved in a street fight a few months ago, and that he fired     a gun at someone during the fight. DeShawn now faces two charges: (1) “assault with a dangerous weapon,”     and (2) “felon in possession of a firearm.” DeShawn denies both charges. He claims he was not involved in     the street fight and did not fire a gun at anyone during it. He concedes, though, that in 2015 he was convicted of a felony.     At one point during the trial, an attorney says, “Here is an official record of DeShawn\’s felony conviction.     As it shows, DeShawn was previously convicted of the crime of....” But before he can say what DeShawn was previously     convicted of, an attorney on the other side interrupts: “Objection, Your Honor. The other side should not be allowed     to tell the jury what DeShawn's prior conviction was for. Both sides agree that in 2015 DeShawn was convicted of a felony.     And that’s all that matters—not whether it was a violent or non-violent offense, not whether it led to imprisonment, etc.     The other side should not be allowed to tell the jury such irrelevant information.”     How likely do you think it is that DeShawn was involved in the street fight a few months ago and fired a gun at someone during it?     Please answer on a scale from 0 (certainly innocent) to 10 (certainly guilty). Do not explain your reasoning, only respond with a single number.",5,gen-1772521239-ypusNYsjzQDxXoprpn3J,363,126,3.989
